datekey|data|ano|mes|trimestre|inicio_semana|range_semana|ano_mes|mes_ano|numero_semana|ano_mes_semana|dia_da_semana|dia_da_semana_completo|mes_texto|mes_texto_completo
151|2019-06-01 00:00:00|2019|6|2|2019-05-27 00:00:00|(27/05 A 02/06)|2019/06|06/2019|4|2019/05 4|SAB|SÁBADO|JUN|JUNHO
152|2019-06-02 00:00:00|2019|6|2|2019-05-27 00:00:00|(27/05 A 02/06)|2019/06|06/2019|4|2019/05 4|DOM|DOMINGO|JUN|JUNHO
153|2019-06-03 00:00:00|2019|6|2|2019-06-03 00:00:00|(03/06 A 09/06)|2019/06|06/2019|1|2019/06 1|SEG|SEGUNDA-FEIRA|JUN|JUNHO
154|2019-06-04 00:00:00|2019|6|2|2019-06-03 00:00:00|(03/06 A 09/06)|2019/06|06/2019|1|2019/06 1|TER|TERÇA-FEIRA|JUN|JUNHO
155|2019-06-05 00:00:00|2019|6|2|2019-06-03 00:00:00|(03/06 A 09/06)|2019/06|06/2019|1|2019/06 1|QUA|QUARTA-FEIRA|JUN|JUNHO
156|2019-06-06 00:00:00|2019|6|2|2019-06-03 00:00:00|(03/06 A 09/06)|2019/06|06/2019|1|2019/06 1|QUI|QUINTA-FEIRA|JUN|JUNHO
157|2019-06-07 00:00:00|2019|6|2|2019-06-03 00:00:00|(03/06 A 09/06)|2019/06|06/2019|1|2019/06 1|SEX|SEXTA-FEIRA|JUN|JUNHO
158|2019-06-08 00:00:00|2019|6|2|2019-06-03 00:00:00|(03/06 A 09/06)|2019/06|06/2019|1|2019/06 1|SAB|SÁBADO|JUN|JUNHO
159|2019-06-09 00:00:00|2019|6|2|2019-06-03 00:00:00|(03/06 A 09/06)|2019/06|06/2019|1|2019/06 1|DOM|DOMINGO|JUN|JUNHO
160|2019-06-10 00:00:00|2019|6|2|2019-06-10 00:00:00|(10/06 A 16/06)|2019/06|06/2019|2|2019/06 2|SEG|SEGUNDA-FEIRA|JUN|JUNHO
161|2019-06-11 00:00:00|2019|6|2|2019-06-10 00:00:00|(10/06 A 16/06)|2019/06|06/2019|2|2019/06 2|TER|TERÇA-FEIRA|JUN|JUNHO
162|2019-06-12 00:00:00|2019|6|2|2019-06-10 00:00:00|(10/06 A 16/06)|2019/06|06/2019|2|2019/06 2|QUA|QUARTA-FEIRA|JUN|JUNHO
163|2019-06-13 00:00:00|2019|6|2|2019-06-10 00:00:00|(10/06 A 16/06)|2019/06|06/2019|2|2019/06 2|QUI|QUINTA-FEIRA|JUN|JUNHO
164|2019-06-14 00:00:00|2019|6|2|2019-06-10 00:00:00|(10/06 A 16/06)|2019/06|06/2019|2|2019/06 2|SEX|SEXTA-FEIRA|JUN|JUNHO
165|2019-06-15 00:00:00|2019|6|2|2019-06-10 00:00:00|(10/06 A 16/06)|2019/06|06/2019|2|2019/06 2|SAB|SÁBADO|JUN|JUNHO
166|2019-06-16 00:00:00|2019|6|2|2019-06-10 00:00:00|(10/06 A 16/06)|2019/06|06/2019|2|2019/06 2|DOM|DOMINGO|JUN|JUNHO
167|2019-06-17 00:00:00|2019|6|2|2019-06-17 00:00:00|(17/06 A 23/06)|2019/06|06/2019|3|2019/06 3|SEG|SEGUNDA-FEIRA|JUN|JUNHO
168|2019-06-18 00:00:00|2019|6|2|2019-06-17 00:00:00|(17/06 A 23/06)|2019/06|06/2019|3|2019/06 3|TER|TERÇA-FEIRA|JUN|JUNHO
169|2019-06-19 00:00:00|2019|6|2|2019-06-17 00:00:00|(17/06 A 23/06)|2019/06|06/2019|3|2019/06 3|QUA|QUARTA-FEIRA|JUN|JUNHO
170|2019-06-20 00:00:00|2019|6|2|2019-06-17 00:00:00|(17/06 A 23/06)|2019/06|06/2019|3|2019/06 3|QUI|QUINTA-FEIRA|JUN|JUNHO
171|2019-06-21 00:00:00|2019|6|2|2019-06-17 00:00:00|(17/06 A 23/06)|2019/06|06/2019|3|2019/06 3|SEX|SEXTA-FEIRA|JUN|JUNHO
172|2019-06-22 00:00:00|2019|6|2|2019-06-17 00:00:00|(17/06 A 23/06)|2019/06|06/2019|3|2019/06 3|SAB|SÁBADO|JUN|JUNHO
173|2019-06-23 00:00:00|2019|6|2|2019-06-17 00:00:00|(17/06 A 23/06)|2019/06|06/2019|3|2019/06 3|DOM|DOMINGO|JUN|JUNHO
174|2019-06-24 00:00:00|2019|6|2|2019-06-24 00:00:00|(24/06 A 30/06)|2019/06|06/2019|4|2019/06 4|SEG|SEGUNDA-FEIRA|JUN|JUNHO
175|2019-06-25 00:00:00|2019|6|2|2019-06-24 00:00:00|(24/06 A 30/06)|2019/06|06/2019|4|2019/06 4|TER|TERÇA-FEIRA|JUN|JUNHO
176|2019-06-26 00:00:00|2019|6|2|2019-06-24 00:00:00|(24/06 A 30/06)|2019/06|06/2019|4|2019/06 4|QUA|QUARTA-FEIRA|JUN|JUNHO
177|2019-06-27 00:00:00|2019|6|2|2019-06-24 00:00:00|(24/06 A 30/06)|2019/06|06/2019|4|2019/06 4|QUI|QUINTA-FEIRA|JUN|JUNHO
178|2019-06-28 00:00:00|2019|6|2|2019-06-24 00:00:00|(24/06 A 30/06)|2019/06|06/2019|4|2019/06 4|SEX|SEXTA-FEIRA|JUN|JUNHO
179|2019-06-29 00:00:00|2019|6|2|2019-06-24 00:00:00|(24/06 A 30/06)|2019/06|06/2019|4|2019/06 4|SAB|SÁBADO|JUN|JUNHO
180|2019-06-30 00:00:00|2019|6|2|2019-06-24 00:00:00|(24/06 A 30/06)|2019/06|06/2019|4|2019/06 4|DOM|DOMINGO|JUN|JUNHO
181|2019-07-01 00:00:00|2019|7|3|2019-07-01 00:00:00|(01/07 A 07/07)|2019/07|07/2019|1|2019/07 1|SEG|SEGUNDA-FEIRA|JUL|JULHO
182|2019-07-02 00:00:00|2019|7|3|2019-07-01 00:00:00|(01/07 A 07/07)|2019/07|07/2019|1|2019/07 1|TER|TERÇA-FEIRA|JUL|JULHO
183|2019-07-03 00:00:00|2019|7|3|2019-07-01 00:00:00|(01/07 A 07/07)|2019/07|07/2019|1|2019/07 1|QUA|QUARTA-FEIRA|JUL|JULHO
184|2019-07-04 00:00:00|2019|7|3|2019-07-01 00:00:00|(01/07 A 07/07)|2019/07|07/2019|1|2019/07 1|QUI|QUINTA-FEIRA|JUL|JULHO
185|2019-07-05 00:00:00|2019|7|3|2019-07-01 00:00:00|(01/07 A 07/07)|2019/07|07/2019|1|2019/07 1|SEX|SEXTA-FEIRA|JUL|JULHO
186|2019-07-06 00:00:00|2019|7|3|2019-07-01 00:00:00|(01/07 A 07/07)|2019/07|07/2019|1|2019/07 1|SAB|SÁBADO|JUL|JULHO
187|2019-07-07 00:00:00|2019|7|3|2019-07-01 00:00:00|(01/07 A 07/07)|2019/07|07/2019|1|2019/07 1|DOM|DOMINGO|JUL|JULHO
188|2019-07-08 00:00:00|2019|7|3|2019-07-08 00:00:00|(08/07 A 14/07)|2019/07|07/2019|2|2019/07 2|SEG|SEGUNDA-FEIRA|JUL|JULHO
189|2019-07-09 00:00:00|2019|7|3|2019-07-08 00:00:00|(08/07 A 14/07)|2019/07|07/2019|2|2019/07 2|TER|TERÇA-FEIRA|JUL|JULHO
190|2019-07-10 00:00:00|2019|7|3|2019-07-08 00:00:00|(08/07 A 14/07)|2019/07|07/2019|2|2019/07 2|QUA|QUARTA-FEIRA|JUL|JULHO
191|2019-07-11 00:00:00|2019|7|3|2019-07-08 00:00:00|(08/07 A 14/07)|2019/07|07/2019|2|2019/07 2|QUI|QUINTA-FEIRA|JUL|JULHO
192|2019-07-12 00:00:00|2019|7|3|2019-07-08 00:00:00|(08/07 A 14/07)|2019/07|07/2019|2|2019/07 2|SEX|SEXTA-FEIRA|JUL|JULHO
193|2019-07-13 00:00:00|2019|7|3|2019-07-08 00:00:00|(08/07 A 14/07)|2019/07|07/2019|2|2019/07 2|SAB|SÁBADO|JUL|JULHO
194|2019-07-14 00:00:00|2019|7|3|2019-07-08 00:00:00|(08/07 A 14/07)|2019/07|07/2019|2|2019/07 2|DOM|DOMINGO|JUL|JULHO
195|2019-07-15 00:00:00|2019|7|3|2019-07-15 00:00:00|(15/07 A 21/07)|2019/07|07/2019|3|2019/07 3|SEG|SEGUNDA-FEIRA|JUL|JULHO
196|2019-07-16 00:00:00|2019|7|3|2019-07-15 00:00:00|(15/07 A 21/07)|2019/07|07/2019|3|2019/07 3|TER|TERÇA-FEIRA|JUL|JULHO
197|2019-07-17 00:00:00|2019|7|3|2019-07-15 00:00:00|(15/07 A 21/07)|2019/07|07/2019|3|2019/07 3|QUA|QUARTA-FEIRA|JUL|JULHO
198|2019-07-18 00:00:00|2019|7|3|2019-07-15 00:00:00|(15/07 A 21/07)|2019/07|07/2019|3|2019/07 3|QUI|QUINTA-FEIRA|JUL|JULHO
199|2019-07-19 00:00:00|2019|7|3|2019-07-15 00:00:00|(15/07 A 21/07)|2019/07|07/2019|3|2019/07 3|SEX|SEXTA-FEIRA|JUL|JULHO
200|2019-07-20 00:00:00|2019|7|3|2019-07-15 00:00:00|(15/07 A 21/07)|2019/07|07/2019|3|2019/07 3|SAB|SÁBADO|JUL|JULHO
201|2019-07-21 00:00:00|2019|7|3|2019-07-15 00:00:00|(15/07 A 21/07)|2019/07|07/2019|3|2019/07 3|DOM|DOMINGO|JUL|JULHO
202|2019-07-22 00:00:00|2019|7|3|2019-07-22 00:00:00|(22/07 A 28/07)|2019/07|07/2019|4|2019/07 4|SEG|SEGUNDA-FEIRA|JUL|JULHO
203|2019-07-23 00:00:00|2019|7|3|2019-07-22 00:00:00|(22/07 A 28/07)|2019/07|07/2019|4|2019/07 4|TER|TERÇA-FEIRA|JUL|JULHO
204|2019-07-24 00:00:00|2019|7|3|2019-07-22 00:00:00|(22/07 A 28/07)|2019/07|07/2019|4|2019/07 4|QUA|QUARTA-FEIRA|JUL|JULHO
205|2019-07-25 00:00:00|2019|7|3|2019-07-22 00:00:00|(22/07 A 28/07)|2019/07|07/2019|4|2019/07 4|QUI|QUINTA-FEIRA|JUL|JULHO
206|2019-07-26 00:00:00|2019|7|3|2019-07-22 00:00:00|(22/07 A 28/07)|2019/07|07/2019|4|2019/07 4|SEX|SEXTA-FEIRA|JUL|JULHO
207|2019-07-27 00:00:00|2019|7|3|2019-07-22 00:00:00|(22/07 A 28/07)|2019/07|07/2019|4|2019/07 4|SAB|SÁBADO|JUL|JULHO
208|2019-07-28 00:00:00|2019|7|3|2019-07-22 00:00:00|(22/07 A 28/07)|2019/07|07/2019|4|2019/07 4|DOM|DOMINGO|JUL|JULHO
209|2019-07-29 00:00:00|2019|7|3|2019-07-29 00:00:00|(29/07 A 04/08)|2019/07|07/2019|5|2019/07 5|SEG|SEGUNDA-FEIRA|JUL|JULHO
210|2019-07-30 00:00:00|2019|7|3|2019-07-29 00:00:00|(29/07 A 04/08)|2019/07|07/2019|5|2019/07 5|TER|TERÇA-FEIRA|JUL|JULHO
211|2019-07-31 00:00:00|2019|7|3|2019-07-29 00:00:00|(29/07 A 04/08)|2019/07|07/2019|5|2019/07 5|QUA|QUARTA-FEIRA|JUL|JULHO
212|2019-08-01 00:00:00|2019|8|3|2019-07-29 00:00:00|(29/07 A 04/08)|2019/08|08/2019|5|2019/07 5|QUI|QUINTA-FEIRA|AGO|AGOSTO
213|2019-08-02 00:00:00|2019|8|3|2019-07-29 00:00:00|(29/07 A 04/08)|2019/08|08/2019|5|2019/07 5|SEX|SEXTA-FEIRA|AGO|AGOSTO
214|2019-08-03 00:00:00|2019|8|3|2019-07-29 00:00:00|(29/07 A 04/08)|2019/08|08/2019|5|2019/07 5|SAB|SÁBADO|AGO|AGOSTO
215|2019-08-04 00:00:00|2019|8|3|2019-07-29 00:00:00|(29/07 A 04/08)|2019/08|08/2019|5|2019/07 5|DOM|DOMINGO|AGO|AGOSTO
216|2019-08-05 00:00:00|2019|8|3|2019-08-05 00:00:00|(05/08 A 11/08)|2019/08|08/2019|1|2019/08 1|SEG|SEGUNDA-FEIRA|AGO|AGOSTO
217|2019-08-06 00:00:00|2019|8|3|2019-08-05 00:00:00|(05/08 A 11/08)|2019/08|08/2019|1|2019/08 1|TER|TERÇA-FEIRA|AGO|AGOSTO
218|2019-08-07 00:00:00|2019|8|3|2019-08-05 00:00:00|(05/08 A 11/08)|2019/08|08/2019|1|2019/08 1|QUA|QUARTA-FEIRA|AGO|AGOSTO
219|2019-08-08 00:00:00|2019|8|3|2019-08-05 00:00:00|(05/08 A 11/08)|2019/08|08/2019|1|2019/08 1|QUI|QUINTA-FEIRA|AGO|AGOSTO
220|2019-08-09 00:00:00|2019|8|3|2019-08-05 00:00:00|(05/08 A 11/08)|2019/08|08/2019|1|2019/08 1|SEX|SEXTA-FEIRA|AGO|AGOSTO
221|2019-08-10 00:00:00|2019|8|3|2019-08-05 00:00:00|(05/08 A 11/08)|2019/08|08/2019|1|2019/08 1|SAB|SÁBADO|AGO|AGOSTO
222|2019-08-11 00:00:00|2019|8|3|2019-08-05 00:00:00|(05/08 A 11/08)|2019/08|08/2019|1|2019/08 1|DOM|DOMINGO|AGO|AGOSTO
223|2019-08-12 00:00:00|2019|8|3|2019-08-12 00:00:00|(12/08 A 18/08)|2019/08|08/2019|2|2019/08 2|SEG|SEGUNDA-FEIRA|AGO|AGOSTO
224|2019-08-13 00:00:00|2019|8|3|2019-08-12 00:00:00|(12/08 A 18/08)|2019/08|08/2019|2|2019/08 2|TER|TERÇA-FEIRA|AGO|AGOSTO
225|2019-08-14 00:00:00|2019|8|3|2019-08-12 00:00:00|(12/08 A 18/08)|2019/08|08/2019|2|2019/08 2|QUA|QUARTA-FEIRA|AGO|AGOSTO
226|2019-08-15 00:00:00|2019|8|3|2019-08-12 00:00:00|(12/08 A 18/08)|2019/08|08/2019|2|2019/08 2|QUI|QUINTA-FEIRA|AGO|AGOSTO
227|2019-08-16 00:00:00|2019|8|3|2019-08-12 00:00:00|(12/08 A 18/08)|2019/08|08/2019|2|2019/08 2|SEX|SEXTA-FEIRA|AGO|AGOSTO
228|2019-08-17 00:00:00|2019|8|3|2019-08-12 00:00:00|(12/08 A 18/08)|2019/08|08/2019|2|2019/08 2|SAB|SÁBADO|AGO|AGOSTO
229|2019-08-18 00:00:00|2019|8|3|2019-08-12 00:00:00|(12/08 A 18/08)|2019/08|08/2019|2|2019/08 2|DOM|DOMINGO|AGO|AGOSTO
230|2019-08-19 00:00:00|2019|8|3|2019-08-19 00:00:00|(19/08 A 25/08)|2019/08|08/2019|3|2019/08 3|SEG|SEGUNDA-FEIRA|AGO|AGOSTO
231|2019-08-20 00:00:00|2019|8|3|2019-08-19 00:00:00|(19/08 A 25/08)|2019/08|08/2019|3|2019/08 3|TER|TERÇA-FEIRA|AGO|AGOSTO
232|2019-08-21 00:00:00|2019|8|3|2019-08-19 00:00:00|(19/08 A 25/08)|2019/08|08/2019|3|2019/08 3|QUA|QUARTA-FEIRA|AGO|AGOSTO
233|2019-08-22 00:00:00|2019|8|3|2019-08-19 00:00:00|(19/08 A 25/08)|2019/08|08/2019|3|2019/08 3|QUI|QUINTA-FEIRA|AGO|AGOSTO
234|2019-08-23 00:00:00|2019|8|3|2019-08-19 00:00:00|(19/08 A 25/08)|2019/08|08/2019|3|2019/08 3|SEX|SEXTA-FEIRA|AGO|AGOSTO
235|2019-08-24 00:00:00|2019|8|3|2019-08-19 00:00:00|(19/08 A 25/08)|2019/08|08/2019|3|2019/08 3|SAB|SÁBADO|AGO|AGOSTO
236|2019-08-25 00:00:00|2019|8|3|2019-08-19 00:00:00|(19/08 A 25/08)|2019/08|08/2019|3|2019/08 3|DOM|DOMINGO|AGO|AGOSTO
237|2019-08-26 00:00:00|2019|8|3|2019-08-26 00:00:00|(26/08 A 01/09)|2019/08|08/2019|4|2019/08 4|SEG|SEGUNDA-FEIRA|AGO|AGOSTO
238|2019-08-27 00:00:00|2019|8|3|2019-08-26 00:00:00|(26/08 A 01/09)|2019/08|08/2019|4|2019/08 4|TER|TERÇA-FEIRA|AGO|AGOSTO
239|2019-08-28 00:00:00|2019|8|3|2019-08-26 00:00:00|(26/08 A 01/09)|2019/08|08/2019|4|2019/08 4|QUA|QUARTA-FEIRA|AGO|AGOSTO
240|2019-08-29 00:00:00|2019|8|3|2019-08-26 00:00:00|(26/08 A 01/09)|2019/08|08/2019|4|2019/08 4|QUI|QUINTA-FEIRA|AGO|AGOSTO
241|2019-08-30 00:00:00|2019|8|3|2019-08-26 00:00:00|(26/08 A 01/09)|2019/08|08/2019|4|2019/08 4|SEX|SEXTA-FEIRA|AGO|AGOSTO
242|2019-08-31 00:00:00|2019|8|3|2019-08-26 00:00:00|(26/08 A 01/09)|2019/08|08/2019|4|2019/08 4|SAB|SÁBADO|AGO|AGOSTO
243|2019-09-01 00:00:00|2019|9|3|2019-08-26 00:00:00|(26/08 A 01/09)|2019/09|09/2019|4|2019/08 4|DOM|DOMINGO|SET|SETEMBRO
244|2019-09-02 00:00:00|2019|9|3|2019-09-02 00:00:00|(02/09 A 08/09)|2019/09|09/2019|1|2019/09 1|SEG|SEGUNDA-FEIRA|SET|SETEMBRO
245|2019-09-03 00:00:00|2019|9|3|2019-09-02 00:00:00|(02/09 A 08/09)|2019/09|09/2019|1|2019/09 1|TER|TERÇA-FEIRA|SET|SETEMBRO
246|2019-09-04 00:00:00|2019|9|3|2019-09-02 00:00:00|(02/09 A 08/09)|2019/09|09/2019|1|2019/09 1|QUA|QUARTA-FEIRA|SET|SETEMBRO
247|2019-09-05 00:00:00|2019|9|3|2019-09-02 00:00:00|(02/09 A 08/09)|2019/09|09/2019|1|2019/09 1|QUI|QUINTA-FEIRA|SET|SETEMBRO
248|2019-09-06 00:00:00|2019|9|3|2019-09-02 00:00:00|(02/09 A 08/09)|2019/09|09/2019|1|2019/09 1|SEX|SEXTA-FEIRA|SET|SETEMBRO
249|2019-09-07 00:00:00|2019|9|3|2019-09-02 00:00:00|(02/09 A 08/09)|2019/09|09/2019|1|2019/09 1|SAB|SÁBADO|SET|SETEMBRO
250|2019-09-08 00:00:00|2019|9|3|2019-09-02 00:00:00|(02/09 A 08/09)|2019/09|09/2019|1|2019/09 1|DOM|DOMINGO|SET|SETEMBRO
251|2019-09-09 00:00:00|2019|9|3|2019-09-09 00:00:00|(09/09 A 15/09)|2019/09|09/2019|2|2019/09 2|SEG|SEGUNDA-FEIRA|SET|SETEMBRO
252|2019-09-10 00:00:00|2019|9|3|2019-09-09 00:00:00|(09/09 A 15/09)|2019/09|09/2019|2|2019/09 2|TER|TERÇA-FEIRA|SET|SETEMBRO
253|2019-09-11 00:00:00|2019|9|3|2019-09-09 00:00:00|(09/09 A 15/09)|2019/09|09/2019|2|2019/09 2|QUA|QUARTA-FEIRA|SET|SETEMBRO
254|2019-09-12 00:00:00|2019|9|3|2019-09-09 00:00:00|(09/09 A 15/09)|2019/09|09/2019|2|2019/09 2|QUI|QUINTA-FEIRA|SET|SETEMBRO
255|2019-09-13 00:00:00|2019|9|3|2019-09-09 00:00:00|(09/09 A 15/09)|2019/09|09/2019|2|2019/09 2|SEX|SEXTA-FEIRA|SET|SETEMBRO
256|2019-09-14 00:00:00|2019|9|3|2019-09-09 00:00:00|(09/09 A 15/09)|2019/09|09/2019|2|2019/09 2|SAB|SÁBADO|SET|SETEMBRO
257|2019-09-15 00:00:00|2019|9|3|2019-09-09 00:00:00|(09/09 A 15/09)|2019/09|09/2019|2|2019/09 2|DOM|DOMINGO|SET|SETEMBRO
258|2019-09-16 00:00:00|2019|9|3|2019-09-16 00:00:00|(16/09 A 22/09)|2019/09|09/2019|3|2019/09 3|SEG|SEGUNDA-FEIRA|SET|SETEMBRO
259|2019-09-17 00:00:00|2019|9|3|2019-09-16 00:00:00|(16/09 A 22/09)|2019/09|09/2019|3|2019/09 3|TER|TERÇA-FEIRA|SET|SETEMBRO
260|2019-09-18 00:00:00|2019|9|3|2019-09-16 00:00:00|(16/09 A 22/09)|2019/09|09/2019|3|2019/09 3|QUA|QUARTA-FEIRA|SET|SETEMBRO
261|2019-09-19 00:00:00|2019|9|3|2019-09-16 00:00:00|(16/09 A 22/09)|2019/09|09/2019|3|2019/09 3|QUI|QUINTA-FEIRA|SET|SETEMBRO
262|2019-09-20 00:00:00|2019|9|3|2019-09-16 00:00:00|(16/09 A 22/09)|2019/09|09/2019|3|2019/09 3|SEX|SEXTA-FEIRA|SET|SETEMBRO
263|2019-09-21 00:00:00|2019|9|3|2019-09-16 00:00:00|(16/09 A 22/09)|2019/09|09/2019|3|2019/09 3|SAB|SÁBADO|SET|SETEMBRO
264|2019-09-22 00:00:00|2019|9|3|2019-09-16 00:00:00|(16/09 A 22/09)|2019/09|09/2019|3|2019/09 3|DOM|DOMINGO|SET|SETEMBRO
265|2019-09-23 00:00:00|2019|9|3|2019-09-23 00:00:00|(23/09 A 29/09)|2019/09|09/2019|4|2019/09 4|SEG|SEGUNDA-FEIRA|SET|SETEMBRO
266|2019-09-24 00:00:00|2019|9|3|2019-09-23 00:00:00|(23/09 A 29/09)|2019/09|09/2019|4|2019/09 4|TER|TERÇA-FEIRA|SET|SETEMBRO
267|2019-09-25 00:00:00|2019|9|3|2019-09-23 00:00:00|(23/09 A 29/09)|2019/09|09/2019|4|2019/09 4|QUA|QUARTA-FEIRA|SET|SETEMBRO
268|2019-09-26 00:00:00|2019|9|3|2019-09-23 00:00:00|(23/09 A 29/09)|2019/09|09/2019|4|2019/09 4|QUI|QUINTA-FEIRA|SET|SETEMBRO
269|2019-09-27 00:00:00|2019|9|3|2019-09-23 00:00:00|(23/09 A 29/09)|2019/09|09/2019|4|2019/09 4|SEX|SEXTA-FEIRA|SET|SETEMBRO
270|2019-09-28 00:00:00|2019|9|3|2019-09-23 00:00:00|(23/09 A 29/09)|2019/09|09/2019|4|2019/09 4|SAB|SÁBADO|SET|SETEMBRO
271|2019-09-29 00:00:00|2019|9|3|2019-09-23 00:00:00|(23/09 A 29/09)|2019/09|09/2019|4|2019/09 4|DOM|DOMINGO|SET|SETEMBRO
272|2019-09-30 00:00:00|2019|9|3|2019-09-30 00:00:00|(30/09 A 06/10)|2019/09|09/2019|5|2019/09 5|SEG|SEGUNDA-FEIRA|SET|SETEMBRO
273|2019-10-01 00:00:00|2019|10|4|2019-09-30 00:00:00|(30/09 A 06/10)|2019/10|10/2019|5|2019/09 5|TER|TERÇA-FEIRA|OUT|OUTUBRO
274|2019-10-02 00:00:00|2019|10|4|2019-09-30 00:00:00|(30/09 A 06/10)|2019/10|10/2019|5|2019/09 5|QUA|QUARTA-FEIRA|OUT|OUTUBRO
275|2019-10-03 00:00:00|2019|10|4|2019-09-30 00:00:00|(30/09 A 06/10)|2019/10|10/2019|5|2019/09 5|QUI|QUINTA-FEIRA|OUT|OUTUBRO
276|2019-10-04 00:00:00|2019|10|4|2019-09-30 00:00:00|(30/09 A 06/10)|2019/10|10/2019|5|2019/09 5|SEX|SEXTA-FEIRA|OUT|OUTUBRO
277|2019-10-05 00:00:00|2019|10|4|2019-09-30 00:00:00|(30/09 A 06/10)|2019/10|10/2019|5|2019/09 5|SAB|SÁBADO|OUT|OUTUBRO
278|2019-10-06 00:00:00|2019|10|4|2019-09-30 00:00:00|(30/09 A 06/10)|2019/10|10/2019|5|2019/09 5|DOM|DOMINGO|OUT|OUTUBRO
279|2019-10-07 00:00:00|2019|10|4|2019-10-07 00:00:00|(07/10 A 13/10)|2019/10|10/2019|1|2019/10 1|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
280|2019-10-08 00:00:00|2019|10|4|2019-10-07 00:00:00|(07/10 A 13/10)|2019/10|10/2019|1|2019/10 1|TER|TERÇA-FEIRA|OUT|OUTUBRO
281|2019-10-09 00:00:00|2019|10|4|2019-10-07 00:00:00|(07/10 A 13/10)|2019/10|10/2019|1|2019/10 1|QUA|QUARTA-FEIRA|OUT|OUTUBRO
282|2019-10-10 00:00:00|2019|10|4|2019-10-07 00:00:00|(07/10 A 13/10)|2019/10|10/2019|1|2019/10 1|QUI|QUINTA-FEIRA|OUT|OUTUBRO
283|2019-10-11 00:00:00|2019|10|4|2019-10-07 00:00:00|(07/10 A 13/10)|2019/10|10/2019|1|2019/10 1|SEX|SEXTA-FEIRA|OUT|OUTUBRO
284|2019-10-12 00:00:00|2019|10|4|2019-10-07 00:00:00|(07/10 A 13/10)|2019/10|10/2019|1|2019/10 1|SAB|SÁBADO|OUT|OUTUBRO
285|2019-10-13 00:00:00|2019|10|4|2019-10-07 00:00:00|(07/10 A 13/10)|2019/10|10/2019|1|2019/10 1|DOM|DOMINGO|OUT|OUTUBRO
286|2019-10-14 00:00:00|2019|10|4|2019-10-14 00:00:00|(14/10 A 20/10)|2019/10|10/2019|2|2019/10 2|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
287|2019-10-15 00:00:00|2019|10|4|2019-10-14 00:00:00|(14/10 A 20/10)|2019/10|10/2019|2|2019/10 2|TER|TERÇA-FEIRA|OUT|OUTUBRO
288|2019-10-16 00:00:00|2019|10|4|2019-10-14 00:00:00|(14/10 A 20/10)|2019/10|10/2019|2|2019/10 2|QUA|QUARTA-FEIRA|OUT|OUTUBRO
289|2019-10-17 00:00:00|2019|10|4|2019-10-14 00:00:00|(14/10 A 20/10)|2019/10|10/2019|2|2019/10 2|QUI|QUINTA-FEIRA|OUT|OUTUBRO
290|2019-10-18 00:00:00|2019|10|4|2019-10-14 00:00:00|(14/10 A 20/10)|2019/10|10/2019|2|2019/10 2|SEX|SEXTA-FEIRA|OUT|OUTUBRO
291|2019-10-19 00:00:00|2019|10|4|2019-10-14 00:00:00|(14/10 A 20/10)|2019/10|10/2019|2|2019/10 2|SAB|SÁBADO|OUT|OUTUBRO
292|2019-10-20 00:00:00|2019|10|4|2019-10-14 00:00:00|(14/10 A 20/10)|2019/10|10/2019|2|2019/10 2|DOM|DOMINGO|OUT|OUTUBRO
293|2019-10-21 00:00:00|2019|10|4|2019-10-21 00:00:00|(21/10 A 27/10)|2019/10|10/2019|3|2019/10 3|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
294|2019-10-22 00:00:00|2019|10|4|2019-10-21 00:00:00|(21/10 A 27/10)|2019/10|10/2019|3|2019/10 3|TER|TERÇA-FEIRA|OUT|OUTUBRO
295|2019-10-23 00:00:00|2019|10|4|2019-10-21 00:00:00|(21/10 A 27/10)|2019/10|10/2019|3|2019/10 3|QUA|QUARTA-FEIRA|OUT|OUTUBRO
296|2019-10-24 00:00:00|2019|10|4|2019-10-21 00:00:00|(21/10 A 27/10)|2019/10|10/2019|3|2019/10 3|QUI|QUINTA-FEIRA|OUT|OUTUBRO
297|2019-10-25 00:00:00|2019|10|4|2019-10-21 00:00:00|(21/10 A 27/10)|2019/10|10/2019|3|2019/10 3|SEX|SEXTA-FEIRA|OUT|OUTUBRO
298|2019-10-26 00:00:00|2019|10|4|2019-10-21 00:00:00|(21/10 A 27/10)|2019/10|10/2019|3|2019/10 3|SAB|SÁBADO|OUT|OUTUBRO
299|2019-10-27 00:00:00|2019|10|4|2019-10-21 00:00:00|(21/10 A 27/10)|2019/10|10/2019|3|2019/10 3|DOM|DOMINGO|OUT|OUTUBRO
300|2019-10-28 00:00:00|2019|10|4|2019-10-28 00:00:00|(28/10 A 03/11)|2019/10|10/2019|4|2019/10 4|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
301|2019-10-29 00:00:00|2019|10|4|2019-10-28 00:00:00|(28/10 A 03/11)|2019/10|10/2019|4|2019/10 4|TER|TERÇA-FEIRA|OUT|OUTUBRO
302|2019-10-30 00:00:00|2019|10|4|2019-10-28 00:00:00|(28/10 A 03/11)|2019/10|10/2019|4|2019/10 4|QUA|QUARTA-FEIRA|OUT|OUTUBRO
